County,Date,New cases,Total cases
Alamance,2020-03-19,1,1
Alamance,2020-03-21,1,2
Alamance,2020-03-25,1,3
Alamance,2020-03-26,2,5
Alamance,2020-03-28,2,7
Alamance,2020-03-30,1,8
Alamance,2020-03-31,1,9
Alamance,2020-04-01,5,14
Alamance,2020-04-02,4,18
Alamance,2020-04-04,2,20
Alamance,2020-04-05,1,21
Alamance,2020-04-06,8,29
Alamance,2020-04-07,1,30
Alamance,2020-04-08,3,33
Alamance,2020-04-09,3,36
Alamance,2020-04-10,2,38
Alamance,2020-04-11,2,40
Alamance,2020-04-13,2,42
Alamance,2020-04-15,3,45
Alamance,2020-04-16,3,48
Alamance,2020-04-18,2,50
Alamance,2020-04-19,3,53
Alamance,2020-04-20,4,57
Alamance,2020-04-21,3,60
Alamance,2020-04-22,5,65
Alamance,2020-04-23,8,73
Alamance,2020-04-24,5,78
Alamance,2020-04-25,4,82
Alamance,2020-04-26,7,89
Alamance,2020-04-27,3,92
Alamance,2020-04-28,2,94
Alamance,2020-04-29,5,99
Alamance,2020-04-30,7,106
Alamance,2020-05-01,12,118
Alamance,2020-05-02,5,123
Alamance,2020-05-03,1,124
Alamance,2020-05-04,4,128
Alamance,2020-05-05,1,129
Alamance,2020-05-06,18,147
Alamance,2020-05-07,2,149
Alamance,2020-05-08,3,152
Alamance,2020-05-09,21,173
Alamance,2020-05-10,5,178
Alamance,2020-05-11,7,185
Alamance,2020-05-12,6,191
Alamance,2020-05-13,8,199
Alamance,2020-05-14,9,208
Alamance,2020-05-15,18,226
Alamance,2020-05-16,3,229
Alamance,2020-05-17,3,232
Alamance,2020-05-18,10,242
Alamance,2020-05-19,10,252
Alamance,2020-05-20,12,264
Alamance,2020-05-21,7,271
Alamance,2020-05-22,11,282
Alamance,2020-05-23,4,286
Alamance,2020-05-24,9,295
Alamance,2020-05-25,8,303
Alamance,2020-05-26,10,313
Alamance,2020-05-27,4,317
Alamance,2020-05-28,27,344
Alamance,2020-05-29,16,360
Alamance,2020-05-30,17,377
Alamance,2020-05-31,13,390
Alamance,2020-06-01,10,400
Alamance,2020-06-02,7,407
Alamance,2020-06-03,21,428
Alamance,2020-06-04,28,456
Alamance,2020-06-05,18,474
Alamance,2020-06-06,13,487
Alamance,2020-06-07,36,523
Alamance,2020-06-08,28,551
Alamance,2020-06-09,25,576
Alamance,2020-06-10,44,620
Alamance,2020-06-11,50,670
Alamance,2020-06-12,53,723
Alamance,2020-06-13,41,764
Alamance,2020-06-14,40,804
Alamance,2020-06-15,17,821
Alamance,2020-06-16,11,832
Alamance,2020-06-17,25,857
Alamance,2020-06-18,45,902
Alamance,2020-06-19,32,934
Alamance,2020-06-20,21,955
Alamance,2020-06-21,19,974
Alamance,2020-06-22,10,984
Alamance,2020-06-23,22,1006
Alamance,2020-06-24,23,1029
Alamance,2020-06-25,29,1058
Alamance,2020-06-26,18,1076
Alamance,2020-06-27,24,1100
Alamance,2020-06-28,25,1125
Alamance,2020-06-29,12,1137
Alamance,2020-06-30,43,1180
Alamance,2020-07-01,14,1194
Alamance,2020-07-02,40,1234
Alamance,2020-07-03,38,1272
Alamance,2020-07-04,37,1309
Alamance,2020-07-05,18,1327
Alamance,2020-07-06,12,1339
Alamance,2020-07-07,24,1363
Alamance,2020-07-08,35,1398
Alamance,2020-07-09,20,1418
Alamance,2020-07-10,9,1427
Alamance,2020-07-11,45,1472
Alamance,2020-07-12,25,1497
Alamance,2020-07-13,27,1524
Alamance,2020-07-14,54,1578
Alamance,2020-07-15,30,1608
Alamance,2020-07-16,34,1642
Alamance,2020-07-17,44,1686
Alamance,2020-07-18,21,1707
Alamance,2020-07-19,45,1752
Alamance,2020-07-20,18,1770
Alamance,2020-07-21,48,1818
Alamance,2020-07-22,49,1867
Alamance,2020-07-23,49,1916
Alamance,2020-07-24,32,1948
Alamance,2020-07-25,22,1970
Alamance,2020-07-26,28,1998
Alamance,2020-07-27,64,2062
Alamance,2020-07-28,15,2077
Alamance,2020-07-29,58,2135
Alamance,2020-07-30,38,2173
Alamance,2020-07-31,30,2203
Alamance,2020-08-01,28,2231
Alamance,2020-08-02,51,2282
Alamance,2020-08-03,19,2301
Alamance,2020-08-04,23,2324
Alamance,2020-08-05,40,2364
Alamance,2020-08-06,20,2384
Alamance,2020-08-07,46,2430
Alamance,2020-08-08,44,2474
Alamance,2020-08-09,28,2502
Alamance,2020-08-10,19,2521
Alamance,2020-08-11,33,2554
Alamance,2020-08-12,42,2596
Alamance,2020-08-13,25,2621
Alamance,2020-08-14,24,2645
Alamance,2020-08-15,34,2679
Alamance,2020-08-16,20,2699
Alamance,2020-08-17,26,2725
Alamance,2020-08-18,22,2747
Alamance,2020-08-19,46,2793
Alamance,2020-08-20,34,2827
Alamance,2020-08-21,45,2872
Alamance,2020-08-22,40,2912
Alamance,2020-08-23,47,2959
Alamance,2020-08-24,16,2975
Alamance,2020-08-25,26,3001
Alamance,2020-08-26,46,3047
Alamance,2020-08-27,19,3066
Alamance,2020-08-28,25,3091
Alamance,2020-08-29,124,3215
Alamance,2020-08-30,17,3232
Alamance,2020-08-31,20,3252
Alamance,2020-09-01,25,3277
Alamance,2020-09-02,27,3304
Alamance,2020-09-03,43,3347
Alamance,2020-09-04,44,3391
Alamance,2020-09-05,16,3407
Alamance,2020-09-06,19,3426
Alamance,2020-09-07,11,3437
Alamance,2020-09-08,12,3449
Alamance,2020-09-09,22,3471
Alamance,2020-09-10,47,3518
Alamance,2020-09-11,21,3539
Alamance,2020-09-12,37,3576
Alamance,2020-09-13,10,3586
Alamance,2020-09-14,13,3599
Alamance,2020-09-15,26,3625
Alamance,2020-09-16,25,3650
Alamance,2020-09-17,58,3708
Alamance,2020-09-18,37,3745
Alamance,2020-09-19,34,3779
Alamance,2020-09-20,16,3795
Alamance,2020-09-21,27,3822
Alamance,2020-09-22,26,3848
Alamance,2020-09-23,51,3899
Alamance,2020-09-24,25,3924
Alamance,2020-09-25,38,3962
Alamance,2020-09-26,15,3977
Alamance,2020-09-27,15,3992
Alamance,2020-09-28,12,4004
Alamance,2020-09-29,18,4022
Alamance,2020-09-30,57,4079
Alamance,2020-10-01,39,4118
Alamance,2020-10-02,33,4151
Alamance,2020-10-03,18,4169
Alamance,2020-10-04,20,4189
Alamance,2020-10-05,23,4212
Alamance,2020-10-06,21,4233
Alamance,2020-10-07,72,4305
Alamance,2020-10-08,34,4339
Alamance,2020-10-09,62,4401
Alamance,2020-10-10,40,4441
Alamance,2020-10-11,37,4478
Alamance,2020-10-12,26,4504
Alamance,2020-10-13,37,4541
Alamance,2020-10-14,43,4584
Alamance,2020-10-15,125,4709
Alamance,2020-10-16,58,4767
Alamance,2020-10-17,27,4794
Alamance,2020-10-18,35,4829
Alamance,2020-10-19,14,4843
Alamance,2020-10-20,21,4864
Alamance,2020-10-21,55,4919
Alamance,2020-10-22,55,4974
Alamance,2020-10-23,56,5030
Alamance,2020-10-24,52,5082
Alamance,2020-10-25,35,5117
Alamance,2020-10-26,31,5148
Alamance,2020-10-27,48,5196
Alamance,2020-10-28,66,5262
Alamance,2020-10-29,50,5312
Alamance,2020-10-30,43,5355
Alamance,2020-10-31,36,5391
Alamance,2020-11-01,27,5418
Alamance,2020-11-02,27,5445
Alamance,2020-11-03,32,5477
Alamance,2020-11-04,49,5526
Alamance,2020-11-05,61,5587
Alamance,2020-11-06,50,5637
Alamance,2020-11-07,26,5663
Alamance,2020-11-08,45,5708
Alamance,2020-11-09,41,5749
Alamance,2020-11-10,63,5812
Alamance,2020-11-11,92,5904
Alamance,2020-11-12,52,5956
Alamance,2020-11-13,64,6020
Alamance,2020-11-14,55,6075
Alamance,2020-11-15,61,6136
Alamance,2020-11-16,75,6211
Alamance,2020-11-17,56,6267
Alamance,2020-11-18,106,6373
Alamance,2020-11-19,93,6466
Alamance,2020-11-20,96,6562
Alamance,2020-11-21,50,6612
Alamance,2020-11-22,60,6672
Alamance,2020-11-23,76,6748
Alamance,2020-11-24,82,6830
Alamance,2020-11-25,101,6931
Alamance,2020-11-26,84,7015
Alamance,2020-11-27,66,7081
Alamance,2020-11-28,58,7139
Alamance,2020-11-29,45,7184
Alamance,2020-11-30,59,7243
Alamance,2020-12-01,60,7303
Alamance,2020-12-02,131,7434
Alamance,2020-12-03,138,7572
Alamance,2020-12-04,92,7664
Alamance,2020-12-05,159,7823
Alamance,2020-12-06,66,7889
Alamance,2020-12-07,92,7981
Alamance,2020-12-08,110,8091
Alamance,2020-12-09,103,8194
Alamance,2020-12-10,99,8293
Alamance,2020-12-11,89,8382
Alamance,2020-12-12,145,8527
Alamance,2020-12-13,82,8609
Alamance,2020-12-14,76,8685
Alamance,2020-12-15,70,8755
Alexander,2020-03-24,1,1
Alexander,2020-03-31,1,2
Alexander,2020-04-12,1,3
Alexander,2020-04-20,1,4
Alexander,2020-05-04,1,5
Alexander,2020-05-05,1,6
Alexander,2020-05-06,2,8
Alexander,2020-05-08,2,10
Alexander,2020-05-09,2,12
Alexander,2020-05-11,1,13
Alexander,2020-05-12,1,14
Alexander,2020-05-13,1,15
Alexander,2020-05-14,4,19
Alexander,2020-05-15,1,20
Alexander,2020-05-18,3,23
Alexander,2020-05-22,3,26
Alexander,2020-05-23,1,27
Alexander,2020-05-25,1,28
Alexander,2020-05-26,1,29
Alexander,2020-05-28,4,33
Alexander,2020-05-31,2,35
Alexander,2020-06-01,3,38
Alexander,2020-06-05,1,39
Alexander,2020-06-06,4,43
Alexander,2020-06-11,2,45
Alexander,2020-06-12,2,47
Alexander,2020-06-13,1,48
Alexander,2020-06-14,1,49
Alexander,2020-06-15,2,51
Alexander,2020-06-16,1,52
Alexander,2020-06-17,5,57
Alexander,2020-06-18,2,59
Alexander,2020-06-19,2,61
Alexander,2020-06-20,6,67
Alexander,2020-06-21,1,68
Alexander,2020-06-22,1,69
Alexander,2020-06-23,4,73
Alexander,2020-06-24,6,79
Alexander,2020-06-25,2,81
Alexander,2020-06-26,9,90
Alexander,2020-06-28,4,94
Alexander,2020-06-29,1,95
Alexander,2020-06-30,3,98
Alexander,2020-07-01,6,104
Alexander,2020-07-02,3,107
Alexander,2020-07-03,6,113
Alexander,2020-07-04,6,119
Alexander,2020-07-05,6,125
Alexander,2020-07-06,11,136
Alexander,2020-07-07,4,140
Alexander,2020-07-08,1,141
Alexander,2020-07-09,10,151
Alexander,2020-07-10,9,160
Alexander,2020-07-11,9,169
Alexander,2020-07-12,7,176
Alexander,2020-07-13,10,186
Alexander,2020-07-14,3,189
Alexander,2020-07-15,7,196
Alexander,2020-07-16,6,202
Alexander,2020-07-17,12,214
Alexander,2020-07-18,3,217
Alexander,2020-07-19,4,221
Alexander,2020-07-20,6,227
Alexander,2020-07-21,6,233
Alexander,2020-07-22,6,239
Alexander,2020-07-23,3,242
Alexander,2020-07-24,8,250
Alexander,2020-07-25,2,252
Alexander,2020-07-26,3,255
Alexander,2020-07-27,3,258
Alexander,2020-07-28,1,259
Alexander,2020-07-29,4,263
Alexander,2020-07-30,4,267
Alexander,2020-07-31,1,268
Alexander,2020-08-01,5,273
Alexander,2020-08-02,2,275
Alexander,2020-08-03,6,281
Alexander,2020-08-04,4,285
Alexander,2020-08-05,4,289
Alexander,2020-08-06,4,293
Alexander,2020-08-07,11,304
Alexander,2020-08-08,4,308
Alexander,2020-08-09,5,313
Alexander,2020-08-10,10,323
Alexander,2020-08-11,2,325
Alexander,2020-08-12,7,332
Alexander,2020-08-13,6,338
Alexander,2020-08-14,7,345
Alexander,2020-08-15,4,349
Alexander,2020-08-16,5,354
Alexander,2020-08-17,11,365
Alexander,2020-08-18,3,368
Alexander,2020-08-19,2,370
Alexander,2020-08-20,2,372
Alexander,2020-08-21,3,375
Alexander,2020-08-22,3,378
Alexander,2020-08-23,1,379
Alexander,2020-08-24,5,384
Alexander,2020-08-25,2,386
Alexander,2020-08-26,5,391
Alexander,2020-08-27,3,394
Alexander,2020-08-28,4,398
Alexander,2020-08-29,1,399
Alexander,2020-08-30,4,403
Alexander,2020-08-31,8,411
Alexander,2020-09-01,7,418
Alexander,2020-09-02,4,422
Alexander,2020-09-03,4,426
Alexander,2020-09-04,2,428
Alexander,2020-09-05,7,435
Alexander,2020-09-06,5,440
Alexander,2020-09-07,3,443
Alexander,2020-09-08,10,453
Alexander,2020-09-09,6,459
Alexander,2020-09-10,6,465
Alexander,2020-09-11,3,468
Alexander,2020-09-12,1,469
Alexander,2020-09-14,4,473
Alexander,2020-09-15,2,475
Alexander,2020-09-16,2,477
Alexander,2020-09-17,4,481
Alexander,2020-09-18,4,485
Alexander,2020-09-19,3,488
Alexander,2020-09-20,3,491
Alexander,2020-09-21,6,497
Alexander,2020-09-22,5,502
Alexander,2020-09-23,7,509
Alexander,2020-09-24,12,521
Alexander,2020-09-25,3,524
Alexander,2020-09-26,2,526
Alexander,2020-09-27,2,528
Alexander,2020-09-28,5,533
Alexander,2020-09-29,4,537
Alexander,2020-09-30,6,543
Alexander,2020-10-01,4,547
Alexander,2020-10-02,7,554
Alexander,2020-10-03,2,556
Alexander,2020-10-04,2,558
Alexander,2020-10-05,6,564
Alexander,2020-10-06,6,570
Alexander,2020-10-07,5,575
Alexander,2020-10-08,6,581
Alexander,2020-10-09,7,588
Alexander,2020-10-10,5,593
Alexander,2020-10-11,4,597
Alexander,2020-10-12,8,605
Alexander,2020-10-13,20,625
Alexander,2020-10-14,18,643
Alexander,2020-10-15,22,665
Alexander,2020-10-16,16,681
Alexander,2020-10-17,18,699
Alexander,2020-10-18,10,709
Alexander,2020-10-19,17,726
Alexander,2020-10-20,19,745
Alexander,2020-10-21,22,767
Alexander,2020-10-22,21,788
Alexander,2020-10-23,16,804
Alexander,2020-10-24,7,811
Alexander,2020-10-25,8,819
Alexander,2020-10-26,14,833
Alexander,2020-10-27,17,850
Alexander,2020-10-28,15,865
Alexander,2020-10-29,62,927
Alexander,2020-10-30,13,940
Alexander,2020-10-31,5,945
Alexander,2020-11-01,9,954
Alexander,2020-11-02,29,983
Alexander,2020-11-03,13,996
Alexander,2020-11-04,28,1024
Alexander,2020-11-05,30,1054
Alexander,2020-11-06,45,1099
Alexander,2020-11-07,22,1121
Alexander,2020-11-08,21,1142
Alexander,2020-11-09,19,1161
Alexander,2020-11-10,13,1174
Alexander,2020-11-11,12,1186
Alexander,2020-11-12,24,1210
Alexander,2020-11-13,29,1239
Alexander,2020-11-14,41,1280
Alexander,2020-11-15,10,1290
Alexander,2020-11-16,19,1309
Alexander,2020-11-17,20,1329
Alexander,2020-11-18,19,1348
Alexander,2020-11-19,38,1386
Alexander,2020-11-20,13,1399
Alexander,2020-11-21,10,1409
Alexander,2020-11-22,17,1426
Alexander,2020-11-23,21,1447
Alexander,2020-11-24,29,1476
Alexander,2020-11-25,17,1493
Alexander,2020-11-26,30,1523
Alexander,2020-11-27,26,1549
Alexander,2020-11-28,15,1564
Alexander,2020-11-29,6,1570
Alexander,2020-11-30,17,1587
Alexander,2020-12-01,25,1612
Alexander,2020-12-02,18,1630
Alexander,2020-12-03,30,1660
Alexander,2020-12-04,32,1692
Alexander,2020-12-05,44,1736
Alexander,2020-12-06,33,1769
Alexander,2020-12-07,28,1797
Alexander,2020-12-08,14,1811
Alexander,2020-12-09,22,1833
Alexander,2020-12-10,28,1861
Alexander,2020-12-11,20,1881
Alexander,2020-12-12,32,1913
Alexander,2020-12-13,17,1930
Alexander,2020-12-14,25,1955
Alexander,2020-12-15,21,1976
Alleghany,2020-03-28,1,1
Alleghany,2020-03-30,1,2
Alleghany,2020-04-29,1,3
Alleghany,2020-04-30,1,4
Alleghany,2020-05-01,2,6
Alleghany,2020-05-05,1,7
Alleghany,2020-05-09,1,8
Alleghany,2020-05-12,1,9
Alleghany,2020-05-13,1,10
Alleghany,2020-05-14,1,11
Alleghany,2020-05-15,1,12
Alleghany,2020-05-19,1,13
Alleghany,2020-05-23,1,14
Alleghany,2020-05-29,3,17
Alleghany,2020-05-30,1,18
Alleghany,2020-05-31,1,19
Alleghany,2020-06-01,2,21
Alleghany,2020-06-03,4,25
Alleghany,2020-06-04,2,27
Alleghany,2020-06-05,1,28
Alleghany,2020-06-07,1,29
Alleghany,2020-06-08,1,30
Alleghany,2020-06-23,1,31
Alleghany,2020-06-30,1,32
Alleghany,2020-07-01,3,35
Alleghany,2020-07-04,1,36
Alleghany,2020-07-08,2,38
Alleghany,2020-07-09,2,40
Alleghany,2020-07-12,1,41
Alleghany,2020-07-13,1,42
Alleghany,2020-07-14,2,44
Alleghany,2020-07-15,1,45
Alleghany,2020-07-16,1,46
Alleghany,2020-07-17,1,47
Alleghany,2020-07-18,2,49
Alleghany,2020-07-19,1,50
Alleghany,2020-07-20,2,52
Alleghany,2020-07-22,2,54
Alleghany,2020-07-23,1,55
Alleghany,2020-07-24,5,60
Alleghany,2020-07-25,1,61
Alleghany,2020-07-27,3,64
Alleghany,2020-07-29,3,67
Alleghany,2020-07-30,1,68
Alleghany,2020-08-01,31,99
Alleghany,2020-08-02,59,158
Alleghany,2020-08-03,8,166
Alleghany,2020-08-05,1,167
Alleghany,2020-08-06,1,168
Alleghany,2020-08-08,2,170
Alleghany,2020-08-09,3,173
Alleghany,2020-08-11,1,174
Alleghany,2020-08-12,3,177
Alleghany,2020-08-13,1,178
Alleghany,2020-08-14,4,182
Alleghany,2020-08-15,1,183
Alleghany,2020-08-16,2,185
Alleghany,2020-08-18,1,186
Alleghany,2020-08-20,3,189
Alleghany,2020-08-21,3,192
Alleghany,2020-08-22,1,193
Alleghany,2020-08-23,4,197
Alleghany,2020-08-25,1,198
Alleghany,2020-08-26,5,203
Alleghany,2020-08-27,3,206
Alleghany,2020-09-02,2,208
Alleghany,2020-09-03,1,209
Alleghany,2020-09-06,2,211
Alleghany,2020-09-09,1,212
Alleghany,2020-09-10,4,216
Alleghany,2020-09-11,1,217
Alleghany,2020-09-16,1,218
Alleghany,2020-09-17,1,219
Alleghany,2020-09-19,1,220
Alleghany,2020-09-21,0,220
Alleghany,2020-09-22,1,221
Alleghany,2020-09-23,4,225
Alleghany,2020-09-24,3,228
Alleghany,2020-09-25,1,229
Alleghany,2020-09-26,2,231
Alleghany,2020-09-27,1,232
Alleghany,2020-09-28,1,233
Alleghany,2020-09-29,2,235
Alleghany,2020-10-01,1,236
Alleghany,2020-10-02,1,237
Alleghany,2020-10-03,3,240
Alleghany,2020-10-04,3,243
Alleghany,2020-10-08,1,244
Alleghany,2020-10-09,3,247
Alleghany,2020-10-10,2,249
Alleghany,2020-10-11,1,250
Alleghany,2020-10-12,0,250
Alleghany,2020-10-13,1,251
Alleghany,2020-10-14,3,254
Alleghany,2020-10-15,3,257
Alleghany,2020-10-16,1,258
Alleghany,2020-10-17,1,259
Alleghany,2020-10-19,2,261
Alleghany,2020-10-20,4,265
Alleghany,2020-10-21,2,267
Alleghany,2020-10-22,2,269
Alleghany,2020-10-23,4,273
Alleghany,2020-10-25,5,278
Alleghany,2020-10-26,2,280
Alleghany,2020-10-27,3,283
Alleghany,2020-10-28,6,289
Alleghany,2020-10-29,4,293
Alleghany,2020-10-30,4,297
Alleghany,2020-10-31,6,303
Alleghany,2020-11-01,3,306
Alleghany,2020-11-02,4,310
Alleghany,2020-11-03,1,311
Alleghany,2020-11-04,13,324
Alleghany,2020-11-05,5,329
Alleghany,2020-11-06,4,333
Alleghany,2020-11-07,2,335
Alleghany,2020-11-08,1,336
Alleghany,2020-11-09,1,337
Alleghany,2020-11-10,0,337
Alleghany,2020-11-11,3,340
Alleghany,2020-11-12,3,343
Alleghany,2020-11-13,1,344
Alleghany,2020-11-14,1,345
Alleghany,2020-11-15,1,346
Alleghany,2020-11-16,3,349
Alleghany,2020-11-17,3,352
Alleghany,2020-11-18,5,357
Alleghany,2020-11-19,3,360
Alleghany,2020-11-20,1,361
Alleghany,2020-11-21,1,362
Alleghany,2020-11-22,1,363
Alleghany,2020-11-23,1,364
Alleghany,2020-11-25,1,365
Alleghany,2020-11-26,4,369
Alleghany,2020-11-27,1,370
Alleghany,2020-11-28,6,376
Alleghany,2020-11-29,1,377
Alleghany,2020-12-01,2,379
Alleghany,2020-12-02,2,381
Alleghany,2020-12-03,5,386
Alleghany,2020-12-04,5,391
Alleghany,2020-12-05,4,395
Alleghany,2020-12-06,7,402
Alleghany,2020-12-07,2,404
Alleghany,2020-12-08,1,405
Alleghany,2020-12-09,3,408
Alleghany,2020-12-10,8,416
Alleghany,2020-12-11,6,422
Alleghany,2020-12-12,9,431
Alleghany,2020-12-13,1,432
Alleghany,2020-12-14,0,432
Alleghany,2020-12-15,2,434
Anson,2020-03-31,1,1
Anson,2020-04-02,2,3
Anson,2020-04-04,2,5
Anson,2020-04-05,1,6
Anson,2020-04-07,1,7
Anson,2020-04-08,1,8
Anson,2020-04-09,1,9
Anson,2020-04-11,1,10
Anson,2020-04-14,3,13
Anson,2020-04-15,2,15
Anson,2020-04-18,2,17
Anson,2020-04-19,2,19
Anson,2020-04-22,1,20
Anson,2020-04-25,1,21
Anson,2020-04-26,1,22
Anson,2020-04-28,4,26
Anson,2020-04-29,1,27
Anson,2020-04-30,3,30
Anson,2020-05-03,1,31
Anson,2020-05-06,3,34
Anson,2020-05-07,3,37
Anson,2020-05-08,2,39
Anson,2020-05-11,2,41
Anson,2020-05-14,4,45
Anson,2020-05-15,3,48
Anson,2020-05-17,2,50
Anson,2020-05-18,1,51
Anson,2020-05-20,1,52
Anson,2020-05-21,4,56
Anson,2020-05-22,3,59
Anson,2020-05-24,2,61
Anson,2020-05-25,1,62
Anson,2020-05-26,1,63
Anson,2020-05-27,2,65
Anson,2020-05-29,2,67
Anson,2020-05-30,1,68
Anson,2020-06-01,1,69
Anson,2020-06-02,1,70
Anson,2020-06-04,1,71
Anson,2020-06-05,1,72
Anson,2020-06-06,2,74
Anson,2020-06-07,3,77
Anson,2020-06-08,2,79
Anson,2020-06-10,2,81
Anson,2020-06-11,4,85
Anson,2020-06-12,1,86
Anson,2020-06-13,1,87
Anson,2020-06-14,2,89
Anson,2020-06-16,1,90
Anson,2020-06-17,3,93
Anson,2020-06-18,2,95
Anson,2020-06-19,1,96
Anson,2020-06-20,4,100
Anson,2020-06-21,6,106
Anson,2020-06-22,2,108
Anson,2020-06-23,2,110
Anson,2020-06-24,5,115
Anson,2020-06-25,4,119
Anson,2020-06-26,2,121
Anson,2020-06-27,4,125
Anson,2020-06-28,2,127
Anson,2020-06-29,1,128
Anson,2020-06-30,4,132
Anson,2020-07-01,5,137
Anson,2020-07-02,6,143
Anson,2020-07-03,5,148
Anson,2020-07-04,5,153
Anson,2020-07-05,6,159
Anson,2020-07-06,3,162
Anson,2020-07-07,9,171
Anson,2020-07-08,7,178
Anson,2020-07-09,5,183
Anson,2020-07-10,8,191
Anson,2020-07-11,5,196
Anson,2020-07-12,9,205
Anson,2020-07-13,5,210
Anson,2020-07-14,5,215
Anson,2020-07-15,9,224
Anson,2020-07-16,9,233
Anson,2020-07-17,11,244
Anson,2020-07-18,6,250
Anson,2020-07-19,7,257
Anson,2020-07-20,2,259
Anson,2020-07-21,1,260
Anson,2020-07-22,5,265
Anson,2020-07-23,3,268
Anson,2020-07-24,6,274
Anson,2020-07-25,3,277
Anson,2020-07-26,4,281
Anson,2020-07-27,7,288
Anson,2020-07-28,5,293
Anson,2020-07-29,4,297
Anson,2020-07-30,2,299
Anson,2020-07-31,2,301
Anson,2020-08-01,2,303
Anson,2020-08-02,1,304
Anson,2020-08-03,4,308
Anson,2020-08-04,1,309
Anson,2020-08-05,6,315
Anson,2020-08-06,5,320
Anson,2020-08-07,5,325
Anson,2020-08-08,8,333
Anson,2020-08-09,1,334
Anson,2020-08-10,3,337
Anson,2020-08-11,5,342
Anson,2020-08-12,10,352
Anson,2020-08-13,11,363
Anson,2020-08-14,6,369
Anson,2020-08-15,6,375
Anson,2020-08-16,5,380
Anson,2020-08-17,4,384
Anson,2020-08-18,4,388
Anson,2020-08-19,4,392
Anson,2020-08-20,1,393
Anson,2020-08-21,8,401
Anson,2020-08-22,2,403
Anson,2020-08-23,3,406
Anson,2020-08-24,7,413
Anson,2020-08-25,5,418
Anson,2020-08-26,8,426
Anson,2020-08-27,4,430
Anson,2020-08-28,6,436
Anson,2020-08-29,3,439
Anson,2020-08-30,4,443
Anson,2020-08-31,2,445
Anson,2020-09-01,6,451
Anson,2020-09-02,5,456
Anson,2020-09-03,3,459
Anson,2020-09-04,10,469
Anson,2020-09-05,11,480
Anson,2020-09-06,1,481
Anson,2020-09-07,1,482
Anson,2020-09-08,4,486
Anson,2020-09-09,5,491
Anson,2020-09-10,4,495
Anson,2020-09-11,6,501
Anson,2020-09-12,6,507
Anson,2020-09-13,4,511
Anson,2020-09-14,9,520
Anson,2020-09-15,6,526
Anson,2020-09-16,10,536
Anson,2020-09-17,9,545
Anson,2020-09-18,4,549
Anson,2020-09-19,3,552
Anson,2020-09-20,1,553
Anson,2020-09-21,2,555
Anson,2020-09-22,12,567
Anson,2020-09-23,4,571
Anson,2020-09-24,4,575
Anson,2020-09-25,16,591
Anson,2020-09-26,9,600
